route_id,trip_id
TEAL,[@14.0.51708725@][4][1284043976593]/0__T1_UIMF
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/46__SV1_NONUISU
LAVENDER,[@15.0.63192662@][2][1334589837818]/7__L1_NOSCHMF
GREEN EVENING,[@7.0.41201218@][3][1243953754500]/7__Y7_UIMF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/32__T1_NONUI_SU_V1
ILLINI,[@4.0.6310080@][1597516121254]/131__I5_UIMF_V1
BRONZE,[@7.0.41201636@][4][1243606179171]/0__T1_NONUIMF_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/70__T2UISU
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/9__SV2_NONUIMF_V1
GOLD,[@7.0.41203042@][4][1250023180359]/0__G6_MF
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/12__Y4SA
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/255__SV2UISA
YELLOW,[@14.0.56288722@][1][1305725381095]/7__Y1_NON_UI_MF
ORANGEHOPPER,[@14.0.52435578@][4][1275670882890]/8__O2_MF
YELLOW,[@14.0.56288722@][2][1303763269813]/5__Y3_NON_UI_MF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/20__I1UI_SU
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/49__I1UISA_V1
SILVER,[@12.0.42199629@][3][1246896590515]/52__SV1_UIMF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/39__SV1UISA_V1
GREEN,[@7.0.38114548@][4][1219679333718]/0__GN6_NOSCH
GREEN SATURDAY,[@7.0.41202550@][4][1248723388125]/0__GN3UISA
BLUE,[@4.0.5955594@][1597257189746]/28__GN4_MF_V1
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/44__SV2UISU
BROWN,[@6.0.626596@][1601838465133]/35__BB1_MF_V1
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/41__GR4SA
BLUE,[@4.0.5955594@][1597257189746]/3__B3_NOSCH_V1
YELLOW,[@4.0.5891782@][1597169066281]/70__Y1_NON_UI_MF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/15__T2UISU_V1
ILLINI,[@4.0.6310080@][1597516121254]/45__I5_UIMF_V1
BLUE,[@4.0.5955594@][1597257189746]/20__B4_SCH_V1
SILVER,[@12.0.42199629@][3][1246896590515]/35__SV4_NONUIMF_NOSCH
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/36__Y3SU
GREEN,[@4.0.5960707@][1597257255963]/52__GN7_MF_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/66__SV1UISA
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/15__T2UISU
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/8__I1_NONUIMF_V1
ILLINI EVENING,[@4.0.6329571@][1597517389214]/5__I8_UIMF_V1
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/34__GN5SA
LAVENDER SATURDAY,[@15.0.63188981@][2][1334072041692]/23__L1SA
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/81__SV2UISA
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/43__Y4_MF_V1
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/30__GR1_SU
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/120__T2_NONUI_SU
ORANGE,[@2.0.86175868@][1458585713139]/51__O3_MF
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/18__Y7_UIMF_V1
GREY EVENING SATURDAY,[@124.0.143440025@][31][1591368823529]/0__GR3_SA
GREEN SATURDAY,[@7.0.41202550@][4][1248723388125]/0__GN3NONUISA
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/12__Y2_MF_V1
SILVER,[@4.0.6090318@][1597351255773]/63__SV4_NONUIMF_NOSCH_V1
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/69__I3UISA_V1
GREENHOPPER,[@4.0.5978260@][1597257417676]/15__GNX4_MF_V1
YELLOW EVENING,[@15.0.63189138@][1][1338405367103]/8__Y3_NON_UI_MF
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/66__SV1_NON_UI_SA
GREY EVENING,3GN309__GR3_UIMF
GREEN LATE NIGHT SATURDAY,[@4.0.6007125@][1597257941128]/10__GN2UISA_V1
TEAL EVENING,[@7.0.41903462@][3][1243545697437]/21__T1_UIMF
RED SATURDAY,[@4.0.5909127@][1597169253406]/26__R2SA_V1
YELLOW,[@14.0.56288722@][2][1303763634065]/32__Y3_NON_UI_MF
GOLD,[@7.0.41203042@][3][1246644878453]/10__G5_MF
TEAL,[@4.0.6079335@][1597347351575]/20__T1_UIMF_V1
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/29__SV1UISU_V1
LAVENDER SATURDAY,[@15.0.63188981@][1][1334071381711]/8__L2SA
LAVENDER,[@15.0.63192662@][2][1343847939085]/0__Y3_NON_UI_MF
RED,[@14.0.56288404@][1][1302721117462]/13__R2_MF
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/18__T2UISU
GREEN,2GN542__GN2_MF
YELLOWHOPPER,[@15.0.63189099@][1][1334167611425]/4__Y7_UIMF
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/11__I1UI_SU_V1
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/41__SV1UISU_V1
GREEN EVENING,[@7.0.41201218@][3][1243953754500]/7__Y7_NON_UI_MF
ILLINI LIMITED EVENING SATURDAY,[@124.0.92348983@][1484580545489]/12__I1NONUISA
ORANGEHOPPER,[@15.0.68513410@][3][1368193229378]/1__GN7_MF
SILVER,[@12.0.42199629@][3][1246896440906]/23__SV5_UIMF
LIME EVENING SATURDAY,[@124.0.94417146@][11][1496418090027]/6__LM1SA
YELLOW,[@14.0.56288722@][2][1303763373708]/13__Y2_MF
BROWN,[@6.0.626596@][1601838465133]/8__BB2_MF_V1
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/10__I1UISA_V1
GREY SUNDAY,[@2.0.85633657@][32][1463429257036]/0__GR3_UISU_V1
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/42__GR2SA
GREY ALT,[@2.0.84907145@][1455575595497]/63__7E/5E//5E_SHOW_SCH_Verify
GREEN SATURDAY,GN2SAT016__GN3UISA
ORANGE,[@2.0.86175868@][1458585713139]/77__O1_MF
BLUE,[@14.0.56288268@][3][1302634149013]/3__B2_MF
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][1245177724421]/73__GN2UISA
ILLINI,[@7.0.41200832@][1][1238430123625]/58__I5_UIMF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/13__Y5UISU
ILLINI,[@4.0.6310080@][1597516121254]/104__I4_UIMF_V1
SILVER,[@4.0.6090318@][1597351255773]/126__SV1_UIMF_V1
LIME SATURDAY,[@124.0.94415201@][12][1496416303828]/31__LM2SA
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/23__GN3_SU_V1
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/12__Y5UISU_V1
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/28__I1UISA_V1
GREEN,[@4.0.5960707@][1597257255963]/9__GN2_MF_V1
YELLOW,[@15.0.63189004@][1][1340827148626]/0__Y5_MF
ILLINI,[@4.0.6310080@][1597516121254]/151__I2_UIMF_V1
YELLOW EVENING,[@4.0.5867728@][1597168420258]/12__Y1_NON_UI_MF_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/35__R1SA_V1
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/22__SV2UISU_V1
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/0__I6UISU_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/29__T1NON_UI_SA
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/38__T1UISU_V1
GOLDHOPPER,[@7.0.41987615@][3][1246633149015]/59__G2_MF
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/40__I1UISA_V1
BLUE,[@14.0.56288268@][3][1302634831873]/11__B3_NOSCH
GREEN EVENING SATURDAY,[@4.0.5983687@][1597257498706]/7__GN3UISA_V1
TEAL,[@4.0.6079335@][1597347351575]/3__T2_UIMF_V1
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/2__I1_NONUIMF_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/83__I1UISA
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/176__I1UISA
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/69__SV1_NON_UI_SA
GREENHOPPER,[@7.0.41101146@][3][1237929928359]/8__GNX4_MF
BROWN,[@2.0.80548152@][11][1430341925982]/0__BA2_NOSCHMF
TEAL,[@7.0.41893871@][3][1243541396687]/100__T3_UIMF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/39__I1_NON_UI_SU
RED,[@4.0.5898288@][1597169152898]/29__R3_MF_V1
GOLDHOPPER,[@7.0.41987615@][3][1246633149015]/56__G6_MF
BRONZE,[@7.0.41201636@][4][1243606711390]/5__BZ1_NOSCHMF
RED SATURDAY,20RED031__R2SA
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/159__I1NONUISA
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/14__Y7_UIMF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/35__T2_NONUI_SU_V1
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/70__Y5_NONUI_SU
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/25__I3UISA_V1
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/1__SV2_NONUIMF_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/10__T2UISU_V1
LIME SATURDAY,[@124.0.94415201@][12][1496415811662]/20__LM2SA_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/84__SV1_NONUISU
BLUE,[@14.0.56288268@][3][1303411548303]/0__B2_MF
SILVER,[@12.0.42199629@][3][1246896440906]/4__SV5_UIMF
GREEN EVENING,[@4.0.5972609@][1597257368084]/9__L2_NOSCHMF_V1
BROWN,[@6.0.626596@][1601838465133]/59__BB1_MF_V1
SILVER,[@12.0.42199629@][4][1246896960625]/105__SV2_UIMF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/18__Y2_NONUI_SU
SILVER EVENING,[@4.0.6315454@][1597516821409]/3__SV1_UIMF_V1
BLUE,[@14.0.56288268@][3][1302633224108]/0__B2_MF
YELLOW,[@14.0.56288722@][1][1303750444036]/10__Y7_UIMF
ILLINI EVENING,[@4.0.6329571@][1597517389214]/81__I5_UIMF_V1
TEAL EVENING,[@4.0.6083631@][1597347546580]/6__T1_UIMF_V1
ILLINI EVENING,[@4.0.6329571@][1597517389214]/85__I8_UIMF_V1
TEAL,[@7.0.41893871@][3][1243541396687]/92__T3_NONUIMF
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/8__T1UISA
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/136__SV1UISU
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/145__T1UISA
RED,[@14.0.56288404@][1][1302709598751]/2__R4_MF
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/4__SV2_NONUIMF_V1
NAVY,[@124.0.103534744@][31][1510337336593]/3__N1_MF
LAVENDER,[@15.0.63192662@][1][1334087904078]/6__L2_NOSCHMF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/26__T1UISU_V1
GOLD,[@7.0.41203042@][3][1246636917359]/8__G3_MF
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/44__Y1SA_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/12__T1NON_UI_SA
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/75__I1_NON_UI_SU
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/41__GN3_SU
RAVEN,[@2.0.81457398@][11][1425933027212]/14__RV1_MF
ORANGE,[@2.0.86175868@][1458585713139]/60__O4_MF
SILVER,[@4.0.6090318@][1597351255773]/25__SV4_UI_NOSCH_V1
RUBY SUNDAY,[@124.0.92234822@][1484324980985]/6__RUB1_SU
SILVER EVENING,[@12.0.42224456@][3][1246897172937]/4__SV4_UI_NOSCH
SILVER,[@12.0.42199629@][3][1246896440906]/22__SV4_UI_NOSCH
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/2__SV2UISU_V1
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/153__SV2UISU
RUBY,[@15.0.64600293@][2][1339519176813]/6__RUB1_MF
GOLDHOPPER,[@7.0.41987615@][3][1246633149015]/61__G4_MF
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/57__SV1_NON_UI_SA
TEAL EVENING,[@7.0.41903462@][3][1243545697437]/20__T2_UIMF
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/9__T2UISU_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/264__T2UISA
GREEN,[@4.0.5960707@][1597257255963]/16__GN7_MF_V1
ILLINI,[@4.0.6310080@][1597516121254]/72__I5_UIMF_V1
GREEN LATE NIGHT,[@4.0.5999415@][1597257738595]/24__GR3_UIMF_V1
YELLOWHOPPER,[@15.0.63189099@][1][1334167904665]/12__Y7_NON_UI_MF
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/5__Y5UISA_V1
GREEN EXPRESS,[@14.0.53786184@][3][1295018593838]/0__Y4_MF
SILVER LIMITED EVENING,[@15.0.67924657@][1][1363725754977]/11__SV2_NONUIMF
SILVER,[@12.0.42199629@][4][1246896960625]/127__SV4_NONUIMF_NOSCH
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/30__GN4SA
GOLDHOPPER,[@7.0.41987615@][4][1246632633781]/23__G2_MF
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/8__Y2UISA_V1
GREEN,[@4.0.5960707@][1597257255963]/64__GN2_MF_V1
GREEN LATE NIGHT SUNDAY,[@4.0.6007981@][1597257987583]/5__GR3_UISU_V1
SILVER,[@4.0.6090318@][1597351255773]/3__SV5_UIMF_V1
YELLOWHOPPER,[@15.0.63189099@][2][1334168803198]/61__Y2_MF
BLUE,[@14.0.56288268@][4][1302636576192]/7__B2_MF
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/10__T2UISA_V1
SILVER,[@4.0.6090318@][1597351255773]/76__SV2_NONUIMF_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/167__I1UISA
GREY EVENING,2GR745__GR3_NON_UI_MF_V1
TEAL,[@7.0.41893871@][4][1243540851671]/30__T3_NONUIMF
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/20__T2UISA_V1
BLUE,[@4.0.5955594@][1597257189746]/44__B1_MF_V1
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/9__I1UISA_V1
ILLINI EVENING,[@7.0.41950648@][1244056065453]/96__I5_UIMF
ILLINI,[@4.0.6310080@][1597516121254]/149__I5_UIMF_V1
RUBY SATURDAY,[@15.0.64657075@][1339528341508]/63__RUB1_SA
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/69__I1UISA
LIME SATURDAY,[@124.0.94415201@][11][1496415327969]/15__LM1SA
ILLINI LIMITED,[@124.0.143435804@][2][1591817110212]/0__GNX5_MF
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/27__T2UISA_V1
BROWN,[@2.0.80548152@][12][1425572286750]/25__BB1_MF
LIME SUNDAY,[@124.0.94415718@][12][1496267134824]/22__LM2SU
GREY,[@2.0.80545657@][31][1425487452154]/20__GR3_NON_UI_MF
SILVER,[@12.0.42199629@][3][1246896440906]/25__SV5_UIMF
BRONZE,[@15.0.63192037@][4][1337952881024]/10__R2_MF
ILLINI,[@7.0.41200832@][2][1238430887312]/205__I8_UIMF
TEAL,[@7.0.41893871@][3][1243541488843]/130__T1_UIMF
SILVER,[@4.0.6090318@][1597351255773]/75__SV3_UIMF_V1
GREEN,[@4.0.5960707@][1597257255963]/96__GN9_MF_V1
TEAL,[@7.0.41893871@][3][1243541488843]/107__T1_UIMF
YELLOW,[@14.0.56288722@][2][1303763634065]/27__Y1UIMF
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/34__GR1_SU_V1
GREEN,[@4.0.5960707@][1597257255963]/17__GN1_MF_V1
SILVER,[@4.0.6090318@][1597351255773]/53__SV4_UI_NOSCH_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/41__T1_NONUI_SU
ORANGE,[@2.0.86175868@][1458585713139]/3__O2_MF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/7__Y2_NONUI_SU
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/18__I6UISA_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/47__T1UISU_V1
ORANGEHOPPER,[@14.0.52435578@][3][1275675740468]/30__O4_MF
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/1__T2UISA_V1
LAVENDER,[@15.0.63192662@][2][1334601002186]/17__L2_NOSCHMF
SILVER,[@4.0.6090318@][1597351255773]/23__SV4_NONUIMF_NOSCH_V1
GREY SATURDAY,[@15.0.73008535@][31][1401898652823]/1__GN3NONUISA
TEAL EVENING,[@4.0.6083631@][1597347546580]/3__T2_UIMF_V1
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/3__I3UISU_V1
GOLDHOPPER,[@7.0.41987615@][4][1246632518062]/3__G4_MF
GREY SATURDAY,[@15.0.73008535@][31][1401898652823]/1__GN3UISA_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/117__T2_NONUI_SU
ILLINI,[@7.0.41200832@][2][1238430887312]/177__I2_UIMF
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/30__GN4SA_V1
GREY,[@2.0.80545657@][31][1425487417760]/7__GR1_NOSCHMF
GREENHOPPER,[@7.0.41101146@][3][1237929928359]/3__GNX2_MF
ORANGE,[@2.0.86175868@][1458585713139]/98__O2_MF
GREEN SATURDAY,[@7.0.38114334@][4][1215790209046]/22__GN1SA
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/1__GR4_SU
YELLOWHOPPER,[@15.0.63189099@][2][1334168803198]/65__Y7_NON_UI_MF
LIME SATURDAY,[@124.0.94415201@][11][1496415327969]/4__LM1SA
YELLOWHOPPER,[@15.0.63189099@][1][1334168021574]/25__Y4_MF
PINK ALT,[@124.0.112274586@][12][1525294583873]/4__16B#2_SHOW_SCH
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/6__Y2UISA
7E GREY ALT,[@7.0.41202938@][3][1252953625765]/0__5E_SHOW_SCH
GREEN EXPRESS ALT,[@2.0.84953216@][1455638733399]/7__5W_#1_SHOW_SCH
GOLD,[@7.0.41203042@][4][1248896451640]/0__G1_MF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/54__I1UI_SU
TEAL,[@7.0.41893871@][3][1243541488843]/125__T1_UIMF
BROWN,[@2.0.80548152@][11][1425506589356]/5__BA2_NOSCHMF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/120__T2UISU
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/160__I3UISU
YELLOW EVENING,[@4.0.5867728@][1597168420258]/18__Y1_NON_UI_MF_V1
GREY,[@2.0.80545657@][31][1425487417760]/8__GR3_UIMF
GOLD,[@2.0.85633009@][32][1458236239572]/1__G4_MF
RED,[@4.0.5898288@][1597169152898]/34__R1_MF_V1
GREENHOPPER EVENING SATURDAY,[@4.0.6000297@][1597257796601]/12__GN2UISA_V1
GREY SATURDAY,[@15.0.73008535@][31][1401898787857]/22__GR3_SA_V1
SILVER EVENING,[@12.0.42224456@][4][1246897225718]/22__SV4_UI_NOSCH
ORANGEHOPPER,[@14.0.52435578@][4][1275670882890]/1__O3_MF
YELLOW,[@14.0.56288722@][2][1303763269813]/6__Y7_NON_UI_MF
SILVER,[@4.0.6090318@][1597351255773]/23__SV3_UIMF_V1
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/70__SV1UISU
GOLDHOPPER,[@2.0.85635336@][31][1458251635501]/0__G2_MF
LIME EVENING,[@124.0.94416751@][12][1496264709690]/3__LM2_MF
SILVER,[@12.0.42199629@][3][1246896440906]/29__SV4_NONUIMF_NOSCH
GREY SUNDAY,[@2.0.85633657@][32][1463429751986]/17__GR2_SU_V1
GREENHOPPER EVENING SATURDAY,[@15.0.63189208@][4][1344867514827]/0__GN5SA
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/6__Y2_NONUI_SU_V1
SILVER,[@12.0.42199629@][4][1246896833000]/77__SV3_UIMF
RED,[@4.0.5898288@][1597169152898]/56__GNX4_MF_V1
BRONZE,[@7.0.41201636@][4][1248385284015]/0__T1_UIMF
GREEN LATE NIGHT SUNDAY,[@4.0.6007981@][1597257987583]/11__GR3_UISU_V1
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/84__I1UISA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/116__T2_NONUI_SU
BROWN,[@6.0.626596@][1601838465133]/54__BB2_MF_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/11__T1UISU_V1
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/15__GR4SA_V1
GREY ALT,[@2.0.84907145@][1455575595497]/13__N3_SCHMF_add_UHS_trip?
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/27__I1_NON_UI_SU_V1
GREEN LATE NIGHT SUNDAY,[@124.0.92345918@][1484579847669]/5__GR3_UISU
GREY,[@2.0.80545657@][31][1425487442569]/16__GR3_NON_UI_MF
BRONZE,[@15.0.63192037@][4][1337952855101]/8__BZ1_NOSCHMF
SILVER,[@12.0.42199629@][3][1246896590515]/48__SV1_UIMF
GREEN SATURDAY,GN1SATPO__GN1SA
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/33__GR4_SU_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/48__R2SA_V1
YELLOW,[@14.0.56288722@][2][1303763634065]/33__Y8_MF
ILLINI EVENING,[@4.0.6329571@][1597517389214]/103__I8_UIMF_V1
TEAL,[@7.0.41893871@][4][1243540851671]/23__T2_UIMF
YELLOW,[@4.0.5891782@][1597169066281]/70__Y1UIMF_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/84__Y4_MF_V1
RED,[@4.0.5898288@][1597169152898]/19__R6_UIMF_V1
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/42__Y4SU_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/18__T1UISU_V1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/47__Y2UISA_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/35__T2UISU_V1
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/36__SV2UISA_V1
RED,[@4.0.5898288@][1597169152898]/36__SV3_UIMF_V1
GREEN SATURDAY,GN3SAT000__GN2UISA
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/47__SV1_NONUISU
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/1__Y3SU_V1
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/10__GR1_SU
SILVER LIMITED EVENING SATURDAY,[@124.0.92350475@][1484580809807]/58__SV1_NON_UI_SA
SILVER,[@12.0.42199629@][3][1246896590515]/48__SV2_NONUIMF
ORANGEHOPPER,[@15.0.68513410@][3][1368193229378]/2__O1_MF
GREEN,GN1PO__GN1_MF
YELLOW LATE NIGHT SUNDAY,[@4.0.5890225@][1597168976725]/23__Y5UISU_V1
RED SATURDAY,20RED016__R1SA
SILVER,[@4.0.6090318@][1597351255773]/21__SV4_NONUIMF_NOSCH_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/95__T1UISU
RED SATURDAY,[@4.0.5909127@][1597169253406]/23__R2SA_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/63__Y7_NON_UI_MF_V1
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/24__GN2SU_V1
TEAL,[@4.0.6079335@][1597347351575]/73__T3_NONUIMF_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/22__I1_NON_UI_SU_V1
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/30__I1_NONUIMF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/20__T2NON_UI_SA
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/259__SV2UISA
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/10__I1UI_SU_V1
ILLINI,[@4.0.6310080@][1597516121254]/135__I5_UIMF_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/8__T1NON_UI_SA
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/33__T1_NONUI_SU
ILLINI LIMITED EVENING,[@7.0.41677083@][2][1238529695031]/21__I1_NONUIMF
TEAL,[@4.0.6079335@][1597347351575]/10__T1_UIMF_V1
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/25__Y2_NON_UI_SA
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/51__T1UISU_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/28__I1UI_SU
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/105__T1_NONUI_SU
5W GREEN EXPRESS 2,[@15.0.68509236@][4][1377030201632]/0__5W_SHOW_#3_SCH
RED SATURDAY,20RED038__R3SA
TEAL,[@4.0.6079335@][1597347351575]/33__T1_UIMF_V1
LAVENDER,[@15.0.63192662@][1][1334088165505]/14__L2_NOSCHMF
LAVENDER,[@15.0.63192662@][2][1334600721711]/15__L2_NOSCHMF
GREY SATURDAY,[@15.0.73008535@][31][1401898734559]/17__GN2_NON_UI_SA
YELLOW,[@15.0.63189004@][1][1340827148626]/7__Y3_NON_UI_MF
ILLINI EVENING,[@7.0.41950648@][1244056065453]/231__I5_UIMF
YELLOW,[@14.0.56288722@][2][1303763673456]/37__Y3UIMF
YELLOW EVENING,[@15.0.63189138@][1][1338405367103]/5__Y1UIMF
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/51__T2NON_UI_SA
SILVER,[@12.0.42199629@][3][1246896590515]/40__SV2_NONUIMF
YELLOW,[@15.0.63189004@][1][1340827148626]/3__Y6_NOSCHMF
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/14__I1UISA_V1
PINK ALT,[@124.0.143440467@][11][1591825774785]/0__16A#1_SHOW_SCH
TEAL,[@4.0.6079335@][1597347351575]/72__T4_UIMF_V1
TEAL EVENING,[@7.0.41903462@][4][1243545628328]/3__T2_UIMF
ORANGE,[@2.0.86175868@][1458585713139]/52__O1_MF
SILVER,[@4.0.6090318@][1597351255773]/96__SV1_UIMF_V1
SILVER EVENING SATURDAY,[@124.0.92284627@][1484347218447]/79__SV1UISA
GREY,[@2.0.80545657@][31][1425487452154]/20__GR3_UIMF_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/49__R1SA_V1
GREEN LATE NIGHT,[@7.0.38112640@][3][1219153533843]/0__GR3_UIMF
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/4__I1UI_SU_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/135__T1NON_UI_SA
TEAL,[@7.0.41893871@][3][1243541488843]/135__T1_UIMF
